Event       N.clusters       Cluster #       Edepionization     E/cluster      x-pos       y-pos       z-pos
686            30               8               0.000781          0.000026        -0.000       -0.000       6.351
686            30               9               0.000781          0.000026        -0.000       0.000       3.547
686            30               10               0.000781          0.000026        -0.000       -0.000       5.493
686            30               11               0.000781          0.000026        -0.000       -0.000       5.934
686            30               12               0.000781          0.000026        -0.000       -0.000       4.469
686            30               13               0.000781          0.000026        -0.000       -0.000       5.361
686            30               14               0.000781          0.000026        -0.000       -0.000       6.274
686            30               15               0.000781          0.000026        -0.000       -0.000       4.599
686            30               16               0.000781          0.000026        -0.000       -0.000       4.874
686            30               17               0.000781          0.000026        -0.000       -0.000       5.062
686            30               18               0.000781          0.000026        -0.000       -0.000       4.935
686            30               19               0.000781          0.000026        -0.000       -0.000       4.096
686            30               20               0.000781          0.000026        -0.000       -0.000       6.303
686            30               21               0.000781          0.000026        -0.000       -0.000       5.662
686            30               22               0.000781          0.000026        -0.000       -0.000       4.116
686            30               23               0.000781          0.000026        -0.000       -0.000       4.896
686            30               24               0.000781          0.000026        -0.000       -0.000       5.660
686            30               25               0.000781          0.000026        -0.000       -0.000       5.804
686            30               26               0.000781          0.000026        -0.000       0.000       3.675
686            30               27               0.000781          0.000026        -0.000       -0.000       5.630
686            30               28               0.000781          0.000026        -10000.000       -10000.000       -10000.000
686            30               29               0.000781          0.000026        -10000.000       -10000.000       -10000.000
687            17               0               0.000446          0.000026        -0.000       -0.000       6.232
687            17               1               0.000446          0.000026        -0.000       -0.000       5.754
687            17               2               0.000446          0.000026        -0.000       -0.000       4.559
687            17               3               0.000446          0.000026        -0.000       -0.000       5.285
687            17               4               0.000446          0.000026        -0.000       -0.000       4.850
687            17               5               0.000446          0.000026        -0.000       -0.000       4.861
687            17               6               0.000446          0.000026        -0.000       -0.000       6.130
687            17               7               0.000446          0.000026        -0.000       -0.000       5.749
687            17               8               0.000446          0.000026        -0.000       -0.000       4.768
687            17               9               0.000446          0.000026        -0.000       0.000       3.481
687            17               10               0.000446          0.000026        -0.000       -0.000       4.587
687            17               11               0.000446          0.000026        -0.000       0.000       3.600
687            17               12               0.000446          0.000026        -0.000       0.000       4.044
687            17               13               0.000446          0.000026        -0.000       -0.000       4.515
687            17               14               0.000446          0.000026        -0.000       -0.000       4.336
687            17               15               0.000446          0.000026        -0.000       -0.000       6.103
687            17               16               0.000446          0.000026        -0.000       0.000       3.804
688            16               0               0.000403          0.000025        0.000       0.000       4.911
688            16               1               0.000403          0.000025        0.000       0.000       6.027
688            16               2               0.000403          0.000025        0.000       0.000       5.437
688            16               3               0.000403          0.000025        0.000       0.000       3.496
688            16               4               0.000403          0.000025        0.000       0.000       3.553
688            16               5               0.000403          0.000025        0.000       0.000       4.109
688            16               6               0.000403          0.000025        0.000       0.000       5.651
688            16               7               0.000403          0.000025        0.000       0.000       4.756
688            16               8               0.000403          0.000025        0.000       0.000       5.129
688            16               9               0.000403          0.000025        0.000       0.000       5.109
688            16               10               0.000403          0.000025        0.000       0.000       4.996
688            16               11               0.000403          0.000025        0.000       0.000       3.617
688            16               12               0.000403          0.000025        -10000.000       -10000.000       -10000.000
688            16               13               0.000403          0.000025        -10000.000       -10000.000       -10000.000
688            16               14               0.000403          0.000025        -10000.000       -10000.000       -10000.000
688            16               15               0.000403          0.000025        -10000.000       -10000.000       -10000.000
689            11               0               0.000335          0.000030        -0.000       -0.000       5.717
689            11               1               0.000335          0.000030        -0.000       -0.000       4.412
689            11               2               0.000335          0.000030        -0.000       0.000       3.996
689            11               3               0.000335          0.000030        -0.000       0.000       3.952
689            11               4               0.000335          0.000030        -0.000       -0.000       6.265
689            11               5               0.000335          0.000030        -0.000       -0.000       4.658
689            11               6               0.000335          0.000030        -0.000       0.000       3.495
689            11               7               0.000335          0.000030        -0.000       -0.000       5.689
689            11               8               0.000335          0.000030        -0.000       -0.000       5.967
689            11               9               0.000335          0.000030        -0.000       -0.000       5.070
689            11               10               0.000335          0.000030        -0.000       0.000       4.276
690            27               0               0.000910          0.000034        0.000       -0.000       5.789
690            27               1               0.000910          0.000034        0.000       -0.000       4.557
690            27               2               0.000910          0.000034        0.000       -0.000       3.595
690            27               3               0.000910          0.000034        0.000       -0.000       6.357
690            27               4               0.000910          0.000034        0.000       -0.000       3.916
690            27               5               0.000910          0.000034        0.000       -0.000       6.201
690            27               6               0.000910          0.000034        0.000       -0.000       5.049
690            27               7               0.000910          0.000034        0.000       -0.000       4.148
690            27               8               0.000910          0.000034        0.000       -0.000       4.739
690            27               9               0.000910          0.000034        0.000       -0.000       6.352
690            27               10               0.000910          0.000034        0.000       -0.000       5.809
690            27               11               0.000910          0.000034        0.000       -0.000       6.348
690            27               12               0.000910          0.000034        0.000       -0.000       5.823
690            27               13               0.000910          0.000034        0.000       -0.000       5.095
690            27               14               0.000910          0.000034        0.000       -0.000       6.341
690            27               15               0.000910          0.000034        0.000       -0.000       5.596
690            27               16               0.000910          0.000034        0.000       -0.000       3.983
690            27               17               0.000910          0.000034        0.000       -0.000       4.640
690            27               18               0.000910          0.000034        0.000       -0.000       4.145
690            27               19               0.000910          0.000034        0.000       -0.000       5.266
690            27               20               0.000910          0.000034        0.000       -0.000       3.864
690            27               21               0.000910          0.000034        0.000       -0.000       4.195
690            27               22               0.000910          0.000034        0.000       -0.000       6.027
690            27               23               0.000910          0.000034        0.000       -0.000       4.077
690            27               24               0.000910          0.000034        0.000       -0.000       4.324
690            27               25               0.000910          0.000034        0.000       -0.000       5.634
690            27               26               0.000910          0.000034        0.000       -0.000       5.288
691            37               0               0.001154          0.000031        -0.000       -0.000       4.848
691            37               1               0.001154          0.000031        -0.000       -0.000       4.528
691            37               2               0.001154          0.000031        -0.000       -0.000       5.984
691            37               3               0.001154          0.000031        -0.000       -0.000       6.130
691            37               4               0.001154          0.000031        -0.000       -0.000       6.182
691            37               5               0.001154          0.000031        -0.000       -0.000       5.744
691            37               6               0.001154          0.000031        -0.000       -0.000       5.792
691            37               7               0.001154          0.000031        -0.000       -0.000       5.353
691            37               8               0.001154          0.000031        -0.000       -0.000       5.633
691            37               9               0.001154          0.000031        -0.000       -0.000       4.105
691            37               10               0.001154          0.000031        -0.000       -0.000       5.902
691            37               11               0.001154          0.000031        -0.000       -0.000       4.205
691            37               12               0.001154          0.000031        -0.000       -0.000       6.123
691            37               13               0.001154          0.000031        -0.000       -0.000       3.866
691            37               14               0.001154          0.000031        -0.000       -0.000       4.609
691            37               15               0.001154          0.000031        -0.000       -0.000       3.704
691            37               16               0.001154          0.000031        -0.000       -0.000       4.244
691            37               17               0.001154          0.000031        -0.000       -0.000       5.371
691            37               18               0.001154          0.000031        -0.000       -0.000       3.430
691            37               19               0.001154          0.000031        -0.000       -0.000       5.709
691            37               20               0.001154          0.000031        -0.000       -0.000       4.682
691            37               21               0.001154          0.000031        -0.000       -0.000       5.271
691            37               22               0.001154          0.000031        -0.000       -0.000       5.699
691            37               23               0.001154          0.000031        -0.000       -0.000       4.810
691            37               24               0.001154          0.000031        -0.000       -0.000       3.678
691            37               25               0.001154          0.000031        -0.000       -0.000       5.468
691            37               26               0.001154          0.000031        -0.000       -0.000       4.803
691            37               27               0.001154          0.000031        -0.000       -0.000       6.097
691            37               28               0.001154          0.000031        -0.000       -0.000       4.458
691            37               29               0.001154          0.000031        -0.000       -0.000       4.134
691            37               30               0.001154          0.000031        -0.000       -0.000       4.627
691            37               31               0.001154          0.000031        -0.000       -0.000       4.466
691            37               32               0.001154          0.000031        -0.000       -0.000       4.024
691            37               33               0.001154          0.000031        -0.000       -0.000       6.291
691            37               34               0.001154          0.000031        -0.000       -0.000       3.965
691            37               35               0.001154          0.000031        -0.000       -0.000       4.457
691            37               36               0.001154          0.000031        -10000.000       -10000.000       -10000.000
692            27               0               0.000714          0.000026        -0.000       0.000       5.421
692            27               1               0.000714          0.000026        -0.000       0.000       5.867
692            27               2               0.000714          0.000026        -0.000       0.000       3.754
692            27               3               0.000714          0.000026        -0.000       0.000       4.131
692            27               4               0.000714          0.000026        -0.000       0.000       4.112
692            27               5               0.000714          0.000026        -0.000       0.000       6.340
692            27               6               0.000714          0.000026        -0.000       0.000       3.645
692            27               7               0.000714          0.000026        -0.000       0.000       5.418
692            27               8               0.000714          0.000026        -0.000       0.000       4.400
692            27               9               0.000714          0.000026        -0.000       0.000       4.817
692            27               10               0.000714          0.000026        -0.000       0.000       5.321
692            27               11               0.000714          0.000026        -0.000       0.000       4.691
692            27               12               0.000714          0.000026        -0.000       0.000       5.711
692            27               13               0.000714          0.000026        -0.000       0.000       5.754
692            27               14               0.000714          0.000026        -0.000       0.000       4.615
692            27               15               0.000714          0.000026        -0.000       0.000       6.167
692            27               16               0.000714          0.000026        -0.000       0.000       4.478
692            27               17               0.000714          0.000026        -0.000       0.000       4.393
692            27               18               0.000714          0.000026        -0.000       0.000       3.740
692            27               19               0.000714          0.000026        -0.000       0.000       6.118
692            27               20               0.000714          0.000026        -0.000       0.000       4.704
692            27               21               0.000714          0.000026        -10000.000       -10000.000       -10000.000
692            27               22               0.000714          0.000026        -10000.000       -10000.000       -10000.000
692            27               23               0.000714          0.000026        -10000.000       -10000.000       -10000.000
692            27               24               0.000714          0.000026        -10000.000       -10000.000       -10000.000
692            27               25               0.000714          0.000026        -10000.000       -10000.000       -10000.000
692            27               26               0.000714          0.000026        -10000.000       -10000.000       -10000.000
693            41               0               0.001023          0.000025        0.000       -0.000       3.533
693            41               1               0.001023          0.000025        -0.000       0.000       4.788
693            41               2               0.001023          0.000025        -0.000       0.000       3.754
693            41               3               0.001023          0.000025        -0.000       0.000       5.636
693            41               4               0.001023          0.000025        -0.000       0.000       6.128
693            41               5               0.001023          0.000025        -0.000       0.000       4.895
693            41               6               0.001023          0.000025        -0.000       0.000       4.829
693            41               7               0.001023          0.000025        -0.000       0.000       4.426
693            41               8               0.001023          0.000025        0.000       -0.000       3.520
693            41               9               0.001023          0.000025        -0.000       0.000       5.304
693            41               10               0.001023          0.000025        -0.000       0.000       5.568
693            41               11               0.001023          0.000025        -0.000       0.000       5.589
693            41               12               0.001023          0.000025        -0.000       0.000       5.019
693            41               13               0.001023          0.000025        -0.000       0.000       4.133
693            41               14               0.001023          0.000025        -0.000       0.000       3.729
693            41               15               0.001023          0.000025        -0.000       0.000       4.288
693            41               16               0.001023          0.000025        -0.000       0.000       5.852
693            41               17               0.001023          0.000025        -0.000       0.000       4.636
693            41               18               0.001023          0.000025        -0.000       0.000       5.449
693            41               19               0.001023          0.000025        -0.000       0.000       4.872
693            41               20               0.001023          0.000025        -0.000       0.000       4.009
693            41               21               0.001023          0.000025        -0.000       0.000       5.169
693            41               22               0.001023          0.000025        -0.000       0.000       6.128
693            41               23               0.001023          0.000025        -0.000       0.000       6.337
693            41               24               0.001023          0.000025        -0.000       0.000       6.130
693            41               25               0.001023          0.000025        -0.000       0.000       4.131
693            41               26               0.001023          0.000025        0.000       -0.000       3.432
693            41               27               0.001023          0.000025        -0.000       0.000       5.334
693            41               28               0.001023          0.000025        -0.000       0.000       6.334
693            41               29               0.001023          0.000025        -0.000       0.000       5.229
693            41               30               0.001023          0.000025        -0.000       0.000       4.210
693            41               31               0.001023          0.000025        -0.000       0.000       5.978
693            41               32               0.001023          0.000025        -0.000       0.000       4.593
693            41               33               0.001023          0.000025        -0.000       0.000       4.559
693            41               34               0.001023          0.000025        -0.000       0.000       6.237
693            41               35               0.001023          0.000025        -10000.000       -10000.000       -10000.000
693            41               36               0.001023          0.000025        -10000.000       -10000.000       -10000.000
693            41               37               0.001023          0.000025        -10000.000       -10000.000       -10000.000
693            41               38               0.001023          0.000025        -10000.000       -10000.000       -10000.000
693            41               39               0.001023          0.000025        -10000.000       -10000.000       -10000.000
693            41               40               0.001023          0.000025        -10000.000       -10000.000       -10000.000
694            28               0               0.000818          0.000029        -0.000       -0.000       3.997
694            28               1               0.000818          0.000029        -0.000       0.000       4.959
694            28               2               0.000818          0.000029        -0.000       -0.000       3.574
694            28               3               0.000818          0.000029        -0.000       -0.000       4.637
694            28               4               0.000818          0.000029        -0.000       0.000       5.232
694            28               5               0.000818          0.000029        -0.000       -0.000       3.740
694            28               6               0.000818          0.000029        -0.000       0.000       5.226
694            28               7               0.000818          0.000029        -0.000       -0.000       4.116
694            28               8               0.000818          0.000029        -0.000       -0.000       3.917
694            28               9               0.000818          0.000029        -0.000       -0.000       3.831
694            28               10               0.000818          0.000029        -0.000       0.000       5.364
694            28               11               0.000818          0.000029        -0.000       0.000       4.909
694            28               12               0.000818          0.000029        -0.000       0.000       6.050
694            28               13               0.000818          0.000029        -0.000       0.000       5.943
694            28               14               0.000818          0.000029        -0.000       0.000       6.086
694            28               15               0.000818          0.000029        -0.000       -0.000       3.462
694            28               16               0.000818          0.000029        -0.000       0.000       5.768
694            28               17               0.000818          0.000029        -0.000       0.000       5.817
694            28               18               0.000818          0.000029        -0.000       -0.000       3.535
694            28               19               0.000818          0.000029        -0.000       -0.000       3.812
694            28               20               0.000818          0.000029        -0.000       -0.000       4.804
694            28               21               0.000818          0.000029        -0.000       0.000       5.404
694            28               22               0.000818          0.000029        -0.000       0.000       5.775
694            28               23               0.000818          0.000029        -0.000       0.000       5.294
694            28               24               0.000818          0.000029        -0.000       -0.000       3.525
694            28               25               0.000818          0.000029        -0.000       -0.000       3.811
694            28               26               0.000818          0.000029        -0.000       0.000       6.364
694            28               27               0.000818          0.000029        -0.000       -0.000       3.816
695            28               0               0.000776          0.000028        -0.000       0.000       6.049
695            28               1               0.000776          0.000028        -0.000       0.000       5.873
695            28               2               0.000776          0.000028        -0.000       0.000       5.676
695            28               3               0.000776          0.000028        -0.000       0.000       6.215
695            28               4               0.000776          0.000028        0.000       0.000       4.185
695            28               5               0.000776          0.000028        0.000       0.000       4.567
695            28               6               0.000776          0.000028        -0.000       0.000       5.591
695            28               7               0.000776          0.000028        0.000       0.000       4.145
695            28               8               0.000776          0.000028        0.000       0.000       4.472
695            28               9               0.000776          0.000028        0.000       0.000       4.786
695            28               10               0.000776          0.000028        0.000       -0.000       3.584
695            28               11               0.000776          0.000028        0.000       -0.000       3.636
695            28               12               0.000776          0.000028        0.000       -0.000       3.810
695            28               13               0.000776          0.000028        0.000       -0.000       3.832
695            28               14               0.000776          0.000028        0.000       0.000       4.714
695            28               15               0.000776          0.000028        -0.000       0.000       5.771
695            28               16               0.000776          0.000028        0.000       0.000       4.173
695            28               17               0.000776          0.000028        0.000       0.000       4.043
695            28               18               0.000776          0.000028        0.000       0.000       4.440
695            28               19               0.000776          0.000028        0.000       0.000       4.015
695            28               20               0.000776          0.000028        0.000       0.000       4.363
695            28               21               0.000776          0.000028        -0.000       0.000       6.139
695            28               22               0.000776          0.000028        -0.000       0.000       5.189
695            28               23               0.000776          0.000028        -0.000       0.000       5.818
695            28               24               0.000776          0.000028        0.000       0.000       4.116
695            28               25               0.000776          0.000028        0.000       0.000       4.110
695            28               26               0.000776          0.000028        -0.000       0.000       6.004
695            28               27               0.000776          0.000028        -0.000       0.000       6.296
696            26               0               0.000706          0.000027        0.000       0.000       4.778
696            26               1               0.000706          0.000027        0.000       -0.000       6.269
696            26               2               0.000706          0.000027        0.000       0.000       4.156
696            26               3               0.000706          0.000027        0.000       0.000       3.639
696            26               4               0.000706          0.000027        0.000       -0.000       6.281
696            26               5               0.000706          0.000027        0.000       0.000       4.980
696            26               6               0.000706          0.000027        0.000       0.000       3.449
696            26               7               0.000706          0.000027        0.000       -0.000       5.644
696            26               8               0.000706          0.000027        0.000       0.000       3.466
696            26               9               0.000706          0.000027        0.000       -0.000       5.869
696            26               10               0.000706          0.000027        0.000       0.000       3.522
696            26               11               0.000706          0.000027        0.000       0.000       5.471
696            26               12               0.000706          0.000027        0.000       0.000       3.978
696            26               13               0.000706          0.000027        0.000       0.000       4.337
696            26               14               0.000706          0.000027        0.000       0.000       4.501
696            26               15               0.000706          0.000027        0.000       0.000       4.478
696            26               16               0.000706          0.000027        0.000       -0.000       5.688
696            26               17               0.000706          0.000027        0.000       0.000       4.732
696            26               18               0.000706          0.000027        0.000       -0.000       6.050
696            26               19               0.000706          0.000027        0.000       0.000       3.715
696            26               20               0.000706          0.000027        -10000.000       -10000.000       -10000.000
696            26               21               0.000706          0.000027        -10000.000       -10000.000       -10000.000
696            26               22               0.000706          0.000027        -10000.000       -10000.000       -10000.000
696            26               23               0.000706          0.000027        -10000.000       -10000.000       -10000.000
696            26               24               0.000706          0.000027        -10000.000       -10000.000       -10000.000
696            26               25               0.000706          0.000027        -10000.000       -10000.000       -10000.000
697            13               0               0.000329          0.000025        -0.000       0.000       5.227
697            13               1               0.000329          0.000025        -0.000       0.000       4.450
697            13               2               0.000329          0.000025        -0.000       0.000       3.724
697            13               3               0.000329          0.000025        -0.000       0.000       3.885
697            13               4               0.000329          0.000025        -0.000       0.000       4.535
697            13               5               0.000329          0.000025        -0.000       0.000       3.758
697            13               6               0.000329          0.000025        -0.000       0.000       3.467
697            13               7               0.000329          0.000025        -0.000       0.000       5.732
697            13               8               0.000329          0.000025        -0.000       0.000       4.597
697            13               9               0.000329          0.000025        -0.000       0.000       4.791
697            13               10               0.000329          0.000025        -10000.000       -10000.000       -10000.000
697            13               11               0.000329          0.000025        -10000.000       -10000.000       -10000.000
697            13               12               0.000329          0.000025        -10000.000       -10000.000       -10000.000
698            15               0               0.000463          0.000031        -0.000       0.000       4.528
698            15               1               0.000463          0.000031        -0.000       0.000       4.431
698            15               2               0.000463          0.000031        -0.000       0.000       3.957
698            15               3               0.000463          0.000031        -0.000       0.000       3.628
698            15               4               0.000463          0.000031        -0.000       0.000       3.617
698            15               5               0.000463          0.000031        -0.000       0.000       3.634
698            15               6               0.000463          0.000031        -0.000       0.000       5.154
698            15               7               0.000463          0.000031        -0.000       0.000       5.629
698            15               8               0.000463          0.000031        -0.000       0.000       3.764
698            15               9               0.000463          0.000031        -0.000       0.000       5.965
698            15               10               0.000463          0.000031        -0.000       0.000       3.676
698            15               11               0.000463          0.000031        -0.000       0.000       4.198
698            15               12               0.000463          0.000031        -0.000       0.000       3.523
698            15               13               0.000463          0.000031        -0.000       0.000       4.597
698            15               14               0.000463          0.000031        -10000.000       -10000.000       -10000.000
699            32               0               0.000823          0.000026        0.000       -0.000       3.705
699            32               1               0.000823          0.000026        0.000       -0.000       3.689
699            32               2               0.000823          0.000026        0.000       -0.000       5.782
699            32               3               0.000823          0.000026        0.000       -0.000       4.868
699            32               4               0.000823          0.000026        0.000       -0.000       6.365
699            32               5               0.000823          0.000026        0.000       -0.000       5.551
699            32               6               0.000823          0.000026        0.000       -0.000       3.420
699            32               7               0.000823          0.000026        0.000       -0.000       6.082
699            32               8               0.000823          0.000026        0.000       -0.000       3.783
699            32               9               0.000823          0.000026        0.000       -0.000       5.797
699            32               10               0.000823          0.000026        0.000       -0.000       4.767
699            32               11               0.000823          0.000026        0.000       -0.000       4.516
699            32               12               0.000823          0.000026        0.000       -0.000       4.007
699            32               13               0.000823          0.000026        0.000       -0.000       5.677
699            32               14               0.000823          0.000026        0.000       -0.000       6.234
699            32               15               0.000823          0.000026        0.000       -0.000       3.704
699            32               16               0.000823          0.000026        0.000       -0.000       4.257
699            32               17               0.000823          0.000026        0.000       -0.000       4.342
699            32               18               0.000823          0.000026        0.000       -0.000       4.706
699            32               19               0.000823          0.000026        0.000       -0.000       3.472
699            32               20               0.000823          0.000026        0.000       -0.000       4.876
699            32               21               0.000823          0.000026        0.000       -0.000       5.067
699            32               22               0.000823          0.000026        0.000       -0.000       4.804
699            32               23               0.000823          0.000026        0.000       -0.000       5.413
699            32               24               0.000823          0.000026        0.000       -0.000       6.192
699            32               25               0.000823          0.000026        0.000       -0.000       5.622
699            32               26               0.000823          0.000026        0.000       -0.000       4.830
699            32               27               0.000823          0.000026        -10000.000       -10000.000       -10000.000
699            32               28               0.000823          0.000026        -10000.000       -10000.000       -10000.000
699            32               29               0.000823          0.000026        -10000.000       -10000.000       -10000.000
699            32               30               0.000823          0.000026        -10000.000       -10000.000       -10000.000
699            32               31               0.000823          0.000026        -10000.000       -10000.000       -10000.000
700            30               0               0.000855          0.000029        -0.000       -0.000       4.239
700            30               1               0.000855          0.000029        -0.000       -0.000       5.530
700            30               2               0.000855          0.000029        -0.000       -0.000       4.291
700            30               3               0.000855          0.000029        -0.000       -0.000       4.930
700            30               4               0.000855          0.000029        -0.000       -0.000       6.075
700            30               5               0.000855          0.000029        -0.000       -0.000       3.675
700            30               6               0.000855          0.000029        -0.000       -0.000       3.490
700            30               7               0.000855          0.000029        -0.000       -0.000       5.929
700            30               8               0.000855          0.000029        -0.000       -0.000       5.075
700            30               9               0.000855          0.000029        -0.000       -0.000       3.912
700            30               10               0.000855          0.000029        -0.000       -0.000       5.103
700            30               11               0.000855          0.000029        -0.000       -0.000       3.496
700            30               12               0.000855          0.000029        -0.000       -0.000       5.872
700            30               13               0.000855          0.000029        -0.000       -0.000       6.218
700            30               14               0.000855          0.000029        -0.000       -0.000       3.373
700            30               15               0.000855          0.000029        -0.000       -0.000       4.541
700            30               16               0.000855          0.000029        -0.000       -0.000       5.881
700            30               17               0.000855          0.000029        -0.000       -0.000       3.500
700            30               18               0.000855          0.000029        -0.000       -0.000       4.779
700            30               19               0.000855          0.000029        -0.000       -0.000       6.194
700            30               20               0.000855          0.000029        -0.000       -0.000       4.228
700            30               21               0.000855          0.000029        -0.000       -0.000       3.546
700            30               22               0.000855          0.000029        -0.000       -0.000       4.434
700            30               23               0.000855          0.000029        -0.000       -0.000       4.463
700            30               24               0.000855          0.000029        -0.000       -0.000       5.690
700            30               25               0.000855          0.000029        -0.000       -0.000       5.396
700            30               26               0.000855          0.000029        -0.000       -0.000       5.450
700            30               27               0.000855          0.000029        -0.000       -0.000       5.348
700            30               28               0.000855          0.000029        -0.000       -0.000       4.671
700            30               29               0.000855          0.000029        -10000.000       -10000.000       -10000.000
701            34               0               0.000867          0.000026        0.000       0.000       4.826
701            34               1               0.000867          0.000026        0.000       0.000       5.676
701            34               2               0.000867          0.000026        0.000       0.000       6.211
701            34               3               0.000867          0.000026        0.000       0.000       4.237
701            34               4               0.000867          0.000026        0.000       0.000       5.247
701            34               5               0.000867          0.000026        0.000       0.000       5.098
701            34               6               0.000867          0.000026        0.000       0.000       5.498
701            34               7               0.000867          0.000026        0.000       0.000       5.625
701            34               8               0.000867          0.000026        0.000       0.000       3.448
701            34               9               0.000867          0.000026        0.000       0.000       3.710
701            34               10               0.000867          0.000026        0.000       0.000       3.569
701            34               11               0.000867          0.000026        0.000       0.000       5.713
701            34               12               0.000867          0.000026        0.000       0.000       4.294
701            34               13               0.000867          0.000026        0.000       0.000       5.404
701            34               14               0.000867          0.000026        0.000       0.000       5.335
701            34               15               0.000867          0.000026        0.000       0.000       5.530
701            34               16               0.000867          0.000026        0.000       0.000       4.583
701            34               17               0.000867          0.000026        0.000       0.000       3.729
701            34               18               0.000867          0.000026        0.000       0.000       4.706
701            34               19               0.000867          0.000026        0.000       0.000       4.438
701            34               20               0.000867          0.000026        0.000       0.000       3.959
701            34               21               0.000867          0.000026        0.000       0.000       5.046
